id,issuer,ticker,yf_ticker,isin,asset_class,sector,exchange,exchange_code,country,url
9,Altum,ALTM,,,bonds,,Nasdaq Vilnius,VSE,LT,https://nasdaqbaltic.com/statistics/en/instrument/LV0000880037/trading
10,Partnerystes projektai keturi,PP4B090026A,,,bonds,,Nasdaq Vilnius,VSE,LT,https://nasdaqbaltic.com/statistics/en/instrument/LT0000407561/trading
301,Windtree Therapeutics,WINT,WINT,,equity,,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/WINT:NASDAQ
302,Kraig Biocraft Laboratories,KBLB,KBLB,,equity,,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/KBLB:NASDAQ
303,PepGen,PEPG,PEPG,,equity,,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/PEPG:NASDAQ
304,InspireMD,NSPR,NSPR,,equity,,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/NSPR:NASDAQ
305,Novozymes,NZYM-B.CO,NZYM-B.CO,,equity,,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/NZYM-B.CO:NASDAQ
306,Mydecine Innovations Group,MYCO.CN,MYCO.CN,,equity,,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/MYCO.CN:NASDAQ
307,Nanobiotix,NANO.PA,NANO.PA,,equity,,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/NANO.PA:NASDAQ
36,Capitalica Baltic Real Estate Fund I,CAPTFLOT25FA,,LT0000408247,bonds,,Nasdaq Vilnius,VSE,LT,https://nasdaqbaltic.com/statistics/et/instrument/LT0000408247/trading
308,Certara,CERT,CERT,,equity,,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/CERT:NASDAQ
38,Sostines bokstai,HEROBFLOT26FA,,LT0000407629,bonds,,Nasdaq Vilnius,VSE,LT,https://nasdaqbaltic.com/statistics/et/instrument/LT0000407629/trading?date=2024-10-08
309,Akoya Biosciences,AKYA,AKYA,,equity,,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/AKYA:NASDAQ
310,Alers,ALERS.PA,ALERS.PA,,equity,,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/ALERS.PA:NASDAQ
45,CAPITALICA Z114 REAL ESTATE FUND,CPTBFLO26FA,,LT0000408551,bonds,,Nasdaq Vilnius,VSE,LT,https://nasdaqbaltic.com/statistics/et/instrument/LT0000408551/trading
311,Valneva,VALN,VALN,,equity,,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/VALN:NASDAQ
312,MoonLake Immunotherapeutics,MLTX,MLTX,,equity,,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/MLTX:NASDAQ
49,Integre Trans,INTRFLOT26FA,,LT0000407553,bonds,,Nasdaq Vilnius,VSE,LT,https://nasdaqbaltic.com/statistics/et/instrument/LT0000407553/trading
1828,Combigene AB,COMBI.ST,COMBI.ST,,equity,,Nasdaq Stockholm,STO,Sweden,https://finance.yahoo.com/quote/COMBI.ST/
314,Revive Therapeutics,RVVTF,RVVTF,,equity,,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/RVVTF:NASDAQ
315,Yield10 Bioscience,YTEN,YTEN,,equity,,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/YTEN:NASDAQ
316,Rezolute,RZLT,RZLT,,equity,,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/RZLT:NASDAQ
317,Elicio Therapeutics,ELTX,ELTX,,equity,,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/ELTX:NASDAQ
318,NKGen Biotech,NKGN,NKGN,,equity,,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/NKGN:NASDAQ
60,EPSO-G,EPSO0311727A,,LT0000406530,bonds,,Nasdaq Vilnius,VSE,LT,https://nasdaqbaltic.com/statistics/et/instrument/LT0000406530/trading
319,Faron Pharmaceuticals,FARON.HE,FARON.HE,,equity,,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/FARON.HE:NASDAQ
320,C4 Therapeutics,CCCC,CCCC,,equity,,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/CCCC:NASDAQ
321,BioCardia,BCDA,BCDA,,equity,,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/BCDA:NASDAQ
322,MediciNova,MNOV,MNOV,,equity,,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/MNOV:NASDAQ
323,Oxurion,OXUR.BR,OXUR.BR,,equity,,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/OXUR.BR:NASDAQ
324,Capricor Therapeutics,CAPR,CAPR,,equity,,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/CAPR:NASDAQ
74,Civinity,CIVB110025FA,,LT0000408197,bonds,,Nasdaq Vilnius,VSE,LT,https://nasdaqbaltic.com/statistics/en/instrument/LT0000405748/trading
43,Latvenergo,ELEK024227A,,LV0000870129,bonds,,Nasdaq Riga,RSE,LV,https://nasdaqbaltic.com/statistics/et/instrument/LV0000870129/trading
325,Ovid Therapeutics,OVID,OVID,,equity,,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/OVID:NASDAQ
40,Legal Balance,LEBA080025FA,,LT0000407066,bonds,,Nasdaq Riga,TAL,EE,https://nasdaqbaltic.com/statistics/et/instrument/LT0000407066/trading
326,Taysha Gene Therapies,TSHA,TSHA,,equity,,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/TSHA:NASDAQ
327,BioXcel Therapeutics,BTAI,BTAI,,equity,,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/BTAI:NASDAQ
328,Akero Therapeutics,AKRO,AKRO,,equity,,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/AKRO:NASDAQ
329,Ocugen,OCGN,OCGN,,equity,,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/OCGN:NASDAQ
330,Centogene,CNTG,CNTG,,equity,,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/CNTG:NASDAQ
332,Annexon Biosciences,ANNX,ANNX,,equity,,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/ANNX:NASDAQ
333,Mydecine Innovations Group,MYCOF,MYCOF,,equity,,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/MYCOF:NASDAQ
334,Harpoon Therapeutics,HARP,HARP,,equity,,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/HARP:NASDAQ
335,MDxHealth,MDXH,MDXH,,equity,,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/MDXH:NASDAQ
336,Vaxart,VXRT,VXRT,,equity,,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/VXRT:NASDAQ
337,Immix Biopharma,IMMX,IMMX,,equity,,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/IMMX:NASDAQ
338,G1 Therapeutics,GTHX,GTHX,,equity,,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/GTHX:NASDAQ
339,INmune Bio,INMB,INMB,,equity,,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/INMB:NASDAQ
340,Humacyte,HUMA,HUMA,,equity,,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/HUMA:NASDAQ
341,PharmaNutra,PHIL.MI,PHIL.MI,,equity,,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/PHIL.MI:NASDAQ
342,Iovance Biotherapeutics,IOVA,IOVA,,equity,,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/IOVA:NASDAQ
343,CRISPR Therapeutics,CRSP,CRSP,,equity,,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/CRSP:NASDAQ
344,Theriva Biologics,TOVX,TOVX,,equity,,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/TOVX:NASDAQ
345,Editas Medicine,EDIT,EDIT,,equity,,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/EDIT:NASDAQ
346,Rain Therapeutics,RAIN,RAIN,,equity,,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/RAIN:NASDAQ
347,ContraFect,CFRX,CFRX,,equity,,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/CFRX:NASDAQ
348,Vaxcyte,PCVX,PCVX,,equity,,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/PCVX:NASDAQ
349,TransCode Therapeutics,RNAZ,RNAZ,,equity,,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/RNAZ:NASDAQ
350,Inotiv,NOTV,NOTV,,equity,,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/NOTV:NASDAQ
351,Corbus Pharmaceuticals,CRBP,CRBP,,equity,,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/CRBP:NASDAQ
352,Immutep,IMMP,IMMP,,equity,,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/IMMP:NASDAQ
353,Entera Bio,ENTX,ENTX,,equity,,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/ENTX:NASDAQ
52,KN Energies,KNE1L,KNE1L.VS,LT0000111650,equity,,Nasdaq Vilnius,VSE,LT,https://nasdaqbaltic.com/statistics/et/instrument/LT0000111650/trading
56,INVL Baltic Farmland,INL1L,INL1L.VS,LT0000128753,equity,,Nasdaq Vilnius,VSE,LT,https://www.nasdaqbaltic.com/statistics/en/instrument/LT0000128753/trading
354,Bionomics,BNOX,BNOX,,equity,,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/BNOX:NASDAQ
355,Medigene,MDG1.DE,MDG1.DE,,equity,,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/MDG1.DE:NASDAQ
356,BioNTech,BNTX,BNTX,,equity,,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/BNTX:NASDAQ
357,NexImmune,NEXI,NEXI,,equity,,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/NEXI:NASDAQ
358,Candel Therapeutics,CADL,CADL,,equity,,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/CADL:NASDAQ
359,Celularity,CELU,CELU,,equity,,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/CELU:NASDAQ
360,RAPT Therapeutics,RAPT,RAPT,,equity,,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/RAPT:NASDAQ
361,Checkpoint Therapeutics,CKPT,CKPT,,equity,,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/CKPT:NASDAQ
362,X4 Pharmaceuticals,XFOR,XFOR,,equity,,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/XFOR:NASDAQ
363,BioXcel Therapeutics,BXRX,BXRX,,equity,,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/BXRX:NASDAQ
397,"Turbo Energy, S.A.",TURB,TURB,,equity,,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/TURB:NASDAQ
398,"High Wire Networks, Inc.",HWNI,HWNI,,equity,,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/HWNI:NASDAQ
399,Sky Quarry Inc.,SKYQ,SKYQ,,equity,,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/SKYQ:NASDAQ
400,North American Construction Group Ltd.,NOA.TO,NOA.TO,,equity,,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/NOA.TO:NASDAQ
401,Boralex Inc.,BLX.TO,BLX.TO,,equity,,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/BLX.TO:NASDAQ
402,Pineapple Energy Inc.,PEGY,PEGY,,equity,,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/PEGY:NASDAQ
403,Scatec ASA,SCATC.OL,SCATC.OL,,equity,,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/SCATC.OL:NASDAQ
404,U.S. Solar Fund plc,SOLR.V,SOLR.V,,equity,,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/SOLR.V:NASDAQ
405,"Solid Power, Inc.",SLDP,SLDP,,equity,,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/SLDP:NASDAQ
406,Beam Global,BEEM,BEEM,,equity,,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/BEEM:NASDAQ
407,Albioma SA,ALGBE.PA,ALGBE.PA,,equity,,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/ALGBE.PA:NASDAQ
408,CoinShares International Ltd,CS,CS.ST,,equity,,Nasdaq Stockholm,XSTO,SE,
409,Vicor Corporation,VICR,VICR,,equity,,nasdaq_us,NASDAQ,US,https://www.globenewswire.com/rssfeed/organization/VWJleBep5lvwgs92jWAH8g==
410,Candu Energy Inc.,CDR.TO,CDR.TO,,equity,,nasdaq_us,NASDAQ,US,https://www.globenewswire.com/rssfeed/organization/BVWTaVTIxtobeOLXkTCZWw==
411,Genie Energy Ltd.,GNE,GNE,,equity,,nasdaq_us,NASDAQ,US,https://www.globenewswire.com/rssfeed/organization/0ojI3d3CEZ-nm7ggJQeMmQ==
412,Merus Power Oyj,MERIH.HE,MERIH.HE,,equity,,nasdaq_us,NASDAQ,US,https://www.globenewswire.com/rssfeed/organization/vddlGsjgLXKSGN8PvwjoOQ==
413,CECO Environmental Corp.,CECO,CECO,,equity,,nasdaq_us,NASDAQ,US,https://www.globenewswire.com/rssfeed/organization/ap01xmIdVHfsB-0PUTWU0g==
414,Enlight Renewable Energy Ltd.,ENLT,ENLT,,equity,,nasdaq_us,NASDAQ,US,https://www.globenewswire.com/rssfeed/organization/4yKwutAW-b4AX6t1zt7ACQ==
208,BALTIC SEA PROPERTIES,BALT,,NO0010810476,equity,,Euronext Growth Oslo,MERK,NO,https://live.euronext.com/en/product/equities/NO0010810476-MERK/market-information
415,DTE Energy Company,DTE,DTE,,equity,,nasdaq_us,NASDAQ,US,https://www.globenewswire.com/rssfeed/organization/8bZqnD8BOEX5zEsbyml5tA==
416,XCharge Inc.,XCH,XCH,,equity,,nasdaq_us,NASDAQ,US,https://www.globenewswire.com/rssfeed/organization/y3v7mPnkRgA8lF1LHDSKeg==
417,Soundtech Inc.,SDST,SDST,,equity,,nasdaq_us,NASDAQ,US,https://www.globenewswire.com/rssfeed/organization/btFm_HOoIvlTiz6MW4F_Cg==
418,Vistra Corp.,VSTE,VSTE,,equity,,nasdaq_us,NASDAQ,US,https://www.globenewswire.com/rssfeed/organization/JYODRA0nsYJPQdst9nXvQw==
419,"Clean Energy Technologies, Inc.",CETY,CETY,,equity,,nasdaq_us,NASDAQ,US,https://www.globenewswire.com/rssfeed/organization/W6helO7og0uIXEuJMFDxDw==
420,Evans Renewable Holdings Inc.,EVREC,EVREC,,equity,,nasdaq_us,NASDAQ,US,https://www.globenewswire.com/rssfeed/organization/pqknK1hWiAiRdFBRA5nFYQ==
226,Brage Finans AS,20/30 FRN C SUB,,NO0010886278,bonds,,Nordic Alternative Bond Market,XOAM,NO,https://live.euronext.com/en/product/bonds/NO0010886278-XOAM/market-information
421,Volcon Inc.,VLCN,VLCN,,equity,,nasdaq_us,NASDAQ,US,https://www.globenewswire.com/rssfeed/organization/4TqlSZNpQKFxlBEY9UP7BA==
422,Colonial Coal International Corp.,CNL,CNL,,equity,,nasdaq_us,NASDAQ,US,https://www.globenewswire.com/rssfeed/organization/YSkb2UgIQDT19wE94fWK_g==
423,Pinecrest Energy Inc.,PEI.V,PEI.V,,equity,,nasdaq_us,NASDAQ,US,https://www.globenewswire.com/rssfeed/organization/mXWpWXfatp0t6ZyedaSBig==
424,Questerre Energy Corporation,QEC.OL,QEC.OL,,equity,,nasdaq_us,NASDAQ,US,https://www.globenewswire.com/rssfeed/organization/uc7TuYaiGMlHYefZqLZZFg==
425,Centum Electronics Ltd.,CNTM,CNTM,,equity,,nasdaq_us,NASDAQ,US,https://www.globenewswire.com/rssfeed/organization/THTMasTP5AM5TeUEuHiw3g==
426,Wärtsilä Oyj Abp,WRT1V.HE,WRT1V.HE,,equity,,nasdaq_us,NASDAQ,US,https://www.globenewswire.com/rssfeed/organization/VVzlrdy09g0PX4V-XugO2w==
427,Dynapack International Technology Corp.,8069.TWO,8069.TWO,,equity,,nasdaq_us,NASDAQ,US,https://www.globenewswire.com/rssfeed/organization/G2iUzzg7QMSIN_jWGqB9_A==
428,JetBlue Airways Corporation,JBLU,JBLU,,equity,,nasdaq_us,NASDAQ,US,https://www.globenewswire.com/rssfeed/organization/ZEWQ5FvwhCcBkb79coXKkw==
488,Nordea Bank Abp,NDA-FI.HE,NDA-FI.HE,,equity,,Nasdaq Helsinki,NASDAQ,FI,https://finance.yahoo.com/quote/NDA-FI.HE/
489,QPR Software,QPR1V.H,QPR1V.H,,equity,,Nasdaq Helsinki,NASDAQ,FI,https://finance.yahoo.com/quote/QPR1V.HE/
490,Reykjavíkurborg,PRIVATE,PRIVATE,,,,,,,
205,AUREA,AURE,AURE.PA,FR0000039232,equity,,Euronext Paris,XPAR,FR,https://live.euronext.com/en/product/equities/FR0000039232-XPAR/market-information
429,Abionyx Pharma SA,ABO.BR,ABO.BR,,equity,,nasdaq_us,NASDAQ,US,https://www.globenewswire.com/rssfeed/organization/C2M4c47R9l78PUkx7d2DzQ==
430,"ACM Research, Inc.",ACMR,ACMR,,equity,,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/ACMR:NASDAQ
431,NVE Corporation,NVEC,NVEC,,equity,,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/NVEC:NASDAQ
432,"PDF Solutions, Inc.",PDFS,PDFS,,equity,,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/PDFS:NASDAQ
433,"Advanced Micro Devices, Inc.",AMD,AMD,,equity,,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/AMD:NASDAQ
434,POET Technologies Inc.,POET,POET,,equity,,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/POET:NASDAQ
435,"Solitron Devices, Inc.",SODI,SODI,,equity,,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/SODI:NASDAQ
436,ASML Holding N.V.,ASML,ASML,,equity,,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/ASML:NASDAQ
437,"Micron Technology, Inc.",MU,MU,,equity,,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/MU:NASDAQ
438,"Himax Technologies, Inc.",HIMX,HIMX,,equity,,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/HIMX:NASDAQ
439,Dragonfly Energy Holdings Corp.,DFLI,DFLI,,equity,,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/DFLI:NASDAQ
440,Unknown,ASMPT,ASMPT,,equity,,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/ASMPT:NASDAQ
441,NXP Semiconductors N.V.,NXPI,NXPI,,equity,,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/NXPI:NASDAQ
442,"Allegro MicroSystems, Inc.",ALGM,ALGM,,equity,,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/ALGM:NASDAQ
463,"Monarch Casino & Resort, Inc.",MCRI,MCRI,,equity,,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/MCRI:NASDAQ
465,SEALSQ Corp,LAES,LAES,,equity,,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/LAES:NASDAQ
466,Sify Technologies Limited,SIFY,SIFY,,equity,,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/SIFY:NASDAQ
467,EverCommerce Inc.,EVCM,EVCM,,equity,,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/EVCM:NASDAQ
468,ASUSTeK Computer Inc.,ASUUY,ASUUY,,equity,,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/ASUUY:NASDAQ
469,NextNav Inc.,NN,NN,,equity,,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/NN:NASDAQ
470,"Intapp, Inc.",INTA,INTA,,equity,,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/INTA:NASDAQ
471,SecureWorks Corp.,SCWX,SCWX,,equity,,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/SCWX:NASDAQ
472,Artificial Intelligence Technology Solutions Inc.,AITX,AITX,,equity,,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/AITX:NASDAQ
473,Wearable Devices Ltd.,WLDSW,WLDSW,,equity,,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/WLDSW:NASDAQ
474,Mobile-health Network Solutions,MNDR,MNDR,,equity,,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/MNDR:NASDAQ
475,"Sacks Parente Golf, Inc.",SPGC,SPGC,,equity,,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/SPGC:NASDAQ
476,"Phunware, Inc.",PHUN,PHUN,,equity,,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/PHUN:NASDAQ
477,Microchip Technology Incorporated,MCHP,MCHP,,equity,,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/MCHP:NASDAQ
478,VERSES AI Inc.,VRSSF,VRSSF,,equity,,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/VRSSF:NASDAQ
479,Dayforce Inc,DAY,DAY,,equity,,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/DAY:NASDAQ
480,Telos Corporation,TLS,TLS,,equity,,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/TLS:NASDAQ
481,"Bullfrog AI Holdings, Inc.",BFRG,BFRG,,equity,,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/BFRG:NASDAQ
482,Canoo Inc.,GOEV,GOEV,,equity,,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/GOEV:NASDAQ
483,"Mercury Systems, Inc.",MRCY,MRCY,,equity,,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/MRCY:NASDAQ
484,Bilibili Inc.,BILI,BILI,,equity,,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/BILI:NASDAQ
487,Anoto Group AB,ANOT.ST,ANOT.ST,,equity,,Nasdaq Stockholm,STO,SE,https://finance.yahoo.com/quote/ANOT.ST/
485,Innofactor Oyj,IFA1V.HE,IFA1V.HE,,equity,,Nasdaq US,NASDAQ,US,https://www.google.com/finance/quote/IFA1V.HE:NASDAQ
491,Sinch AB,SINCH.ST,SINCH.ST,,equity,,Nasdaq Stockholm,NASDAQ,SE,https://uk.finance.yahoo.com/quote/SINCH.ST/
494,,0M2O.IL,0M2O.IL,,equity,,Nasdaq Helsinki,NASDAQ,FI,https://uk.finance.yahoo.com/quote/0M2O.IL/
492,Nilfisk Holding A/S,NLFSK.CO,NLFSK.CO,,equity,,nasdaq_nordics,CPH,Denmark,https://finance.yahoo.com/quote/NLFSK.CO/
495,Better Collective A/S,BETCO.ST,BETCO.ST,,equity,,Nasdaq Stockholm,NASDAQ,SE,https://uk.finance.yahoo.com/quote/BETCO.ST/
496,N/A,N/A,,,,,,,,
497,Kährs BondCo AB,N/A,N/A,,,,,,,
498,B3 Consulting Group AB,B3.ST,B3.ST,,equity,,Nasdaq Stockholm,NASDAQ,SE,https://uk.finance.yahoo.com/quote/B3.ST/
499,Kindred Group plc,KIND-SDB.ST,KIND-SDB.ST,,equity,,Nasdaq Stockholm,NASDAQ,SE,https://uk.finance.yahoo.com/quote/KIND-SDB.ST/
500,Fly Play hf.,PLAY.IC,PLAY.IC,,equity,,Nasdaq Iceland,NASDAQ,IS,https://uk.finance.yahoo.com/quote/PLAY.IC/
501,AGF A/S,AGF-B.CO,AGF-B.CO,,equity,,nasdaq_nordics,NASDAQ,DK,https://uk.finance.yahoo.com/quote/AGF-B.CO/
502,F-Secure Oyj,FSECURE.HE,FSECURE.HE,,equity,,Nasdaq Helsinki,NASDAQ,FI,https://uk.finance.yahoo.com/quote/FSECURE.HE/
503,Marel hf.,MAREL.IC,MAREL.IC,,equity,,Nasdaq Iceland,NASDAQ,IS,https://uk.finance.yahoo.com/quote/MAREL.IC/
504,Skandinaviska Enskilda Banken AB,SEB-A.ST,SEB-A.ST,,,,Nasdaq Stockholm,NASDAQ,SE,https://uk.finance.yahoo.com/quote/SEB-A.ST/
505,Festi hf.,FESTI.IC,FESTI.IC,,equity,,Nasdaq Iceland,NASDAQ,IS,https://uk.finance.yahoo.com/quote/FESTI.IC/
506,MEKO AB,MEKO.ST,MEKO.ST,,equity,,Nasdaq Stockholm,NASDAQ,SE,https://uk.finance.yahoo.com/quote/MEKO.ST/
507,Eniro Group AB,ENRO.ST,ENRO.ST,,equity,,Nasdaq Stockholm,NASDAQ,SE,https://finance.yahoo.com/quote/ENRO.ST/
508,NORDEN,DNORD.CO,DNORD.CO,,equity,,nasdaq_nordics,NASDAQ,DK,https://finance.yahoo.com/quote/DNORD.CO/
509,Railcare Group AB,RAIL.ST,RAIL.ST,,equity,,Nasdaq Stockholm,NASDAQ,SE,https://finance.yahoo.com/quote/RAIL.ST/
510,Ennogie Solar Group A/S,ESG.CO,ESG.CO,,equity,,nasdaq_nordics,NASDAQ,DK,https://finance.yahoo.com/quote/ESG.CO/
511,Dustin Group AB,DUST.ST,DUST.ST,,equity,,Nasdaq Stockholm,NASDAQ,SE,https://finance.yahoo.com/quote/DUST.ST/
512,Olvi Oyj,OVI.SG,OVI.SG,,equity,,,NASDAQ,,https://finance.yahoo.com/quote/OVI.F/
513,Sivers Semiconductors AB,SIVE.ST,SIVE.ST,,equity,,Nasdaq Stockholm,NASDAQ,SE,https://finance.yahoo.com/quote/SIVE.ST/
515,WithSecure Oyj,WITH.HE,WITH.HE,,equity,,Nasdaq Helsinki,NASDAQ,FI,https://finance.yahoo.com/quote/WITH.HE/
516,SAAB AB,SAAB-B.ST,SAAB-B.ST,,equity,,Nasdaq Stockholm,NASDAQ,SE,https://finance.yahoo.com/quote/SAAB-B.ST/
517,Neste Oyj,NESTE.HE,NESTE.HE,,equity,,Nasdaq Helsinki,NASDAQ,FI,https://finance.yahoo.com/quote/NESTE.HE/
518,Bang & Olufsen A/S,BO.CO,BO.CO,,equity,,nasdaq_nordics,NASDAQ,DK,https://finance.yahoo.com/quote/BO.CO/
519,XANO Industri AB,XANO-B.ST,XANO-B.ST,,equity,,Nasdaq Stockholm,NASDAQ,SE,https://finance.yahoo.com/quote/XANO-B.ST/
520,Cemat A/S,CEMAT.CO,CEMAT.CO,,equity,,nasdaq_nordics,NASDAQ,DK,https://finance.yahoo.com/quote/CEMAT.CO/
752,Hemnet Group AB ,HEM.ST,HEM.ST,,equity,,Nasdaq Stockholm,XSTO,SE,https://finance.yahoo.com/quote/HEM.ST/
827,Síminn hf.,SIMINN.IC,SIMINN.IC,,equity,,Nasdaq Iceland,XICE,IS,https://finance.yahoo.com/quote/SIMINN.IC/
828,CRESCENT NV,OPTI.BR,OPTI.BR,,equity,,Euronext Brussels,XBRU,BE,https://finance.yahoo.com/quote/OPTI.BR/
829,Sogeclair SA ,ALSOG.PA,ALSOG.PA,,equity,,Euronext Paris,XPAR,FR,https://finance.yahoo.com/quote/ALSOG.PA/
830,Europris ASA ,EPR.OL,EPR.OL,,equity,,Oslo Børs,XOSL,NO,https://finance.yahoo.com/quote/EPR.OL/
831,Arkema S.A.,AKE.PA,AKE.PA,,equity,,Euronext Paris,XPAR,FR,https://finance.yahoo.com/quote/AKE.PA/
832,HEXAGON PURUS ASA	,HPUR.OL,HPUR.OL,,equity,,Oslo Børs,XOSL,NO,https://finance.yahoo.com/quote/HPUR.OL/
171,Xbrane Biopharma AB,XBRANE.ST,XBRANE.ST,,equity,,Nasdaq Stockholm,STO,SE,https://finance.yahoo.com/quote/XBRANE.ST/
